Taxon name,RelAbReads,PredictedRelAb,Mock_community,Tool,Level,ComType
Trichocomaceae,1.0,2.3607431564245642,large_1,HMS,Family,EqualReads
Trichosporonaceae,1.0,0.017202136922500333,large_1,HMS,Family,EqualReads
Aspergillus flavus,1.0,0.0231,large_2,HMS,Species,EqualReads
Candida albicans,1.0,0.021,large_2,HMS,Species,EqualReads
Candida dubliniensis,1.0,0.0201,large_2,HMS,Species,EqualReads
Candida orthopsilosis,1.0,0.0253,large_2,HMS,Species,EqualReads
Cryptococcus deuterogattii,1.0,0.0229,large_2,HMS,Species,EqualReads
Cryptococcus gattii,1.0,0.0225,large_2,HMS,Species,EqualReads
Fusarium falciforme,1.0,0.0215,large_2,HMS,Species,EqualReads
Kluyveromyces marxianus,1.0,0.0217,large_2,HMS,Species,EqualReads
Lodderomyces elongisporus,1.0,0.0172,large_2,HMS,Species,EqualReads
Malassezia japonica,1.0,0.0228,large_2,HMS,Species,EqualReads
Malassezia restricta,1.0,0.0233,large_2,HMS,Species,EqualReads
Pichia kudriavzevii,1.0,0.022,large_2,HMS,Species,EqualReads
Talaromyces marneffei,1.0,0.0229,large_2,HMS,Species,EqualReads
Aspergillus,8.0,0.091,large_2,HMS,Genus,EqualReads
Candida,9.0,0.0665,large_2,HMS,Genus,EqualReads
Cryptococcus,4.0,0.0693,large_2,HMS,Genus,EqualReads
Debaryomyces,1.0,0.023,large_2,HMS,Genus,EqualReads
Fusarium,2.0,0.0415,large_2,HMS,Genus,EqualReads
Kluyveromyces,2.0,0.0444,large_2,HMS,Genus,EqualReads
Lodderomyces,1.0,0.0172,large_2,HMS,Genus,EqualReads
Malassezia,4.0,0.0461,large_2,HMS,Genus,EqualReads
Naumovozyma,1.0,0.0227,large_2,HMS,Genus,EqualReads
Pichia,1.0,0.022,large_2,HMS,Genus,EqualReads
Talaromyces,1.0,0.023,large_2,HMS,Genus,EqualReads
Yarrowia,1.0,0.022,large_2,HMS,Genus,EqualReads
Aspergillaceae,8.0,9.110148229399035,large_2,HMS,Family,EqualReads
Cryptococcaceae,9.0,16.155437513535023,large_2,HMS,Family,EqualReads
Debaryomycetaceae,18.0,12.987916636588839,large_2,HMS,Family,EqualReads
Malasseziaceae,4.0,4.607218795795325,large_2,HMS,Family,EqualReads
Metschnikowiaceae,1.0,0.019965808113442413,large_2,HMS,Family,EqualReads
Nectriaceae,2.0,4.152864612219051,large_2,HMS,Family,EqualReads
Pichiaceae,6.0,11.350063060731387,large_2,HMS,Family,EqualReads
Pleosporaceae,4.0,0.10275172500004402,large_2,HMS,Family,EqualReads
Saccharomycetaceae,14.0,26.434882532148062,large_2,HMS,Family,EqualReads
Trichocomaceae,1.0,2.2977229471223004,large_2,HMS,Family,EqualReads
Trichosporonaceae,1.0,0.016045420159362597,large_2,HMS,Family,EqualReads
Aspergillus flavus,0.6060606060606061,0.0173,complete_1,HMS,Species,EqualReads
Candida albicans,0.6060606060606061,0.0158,complete_1,HMS,Species,EqualReads
Candida dubliniensis,0.6060606060606061,0.015,complete_1,HMS,Species,EqualReads
Candida orthopsilosis,0.6060606060606061,0.019,complete_1,HMS,Species,EqualReads
Cryptococcus deuterogattii,0.6060606060606061,0.0171,complete_1,HMS,Species,EqualReads
Cryptococcus gattii,0.6060606060606061,0.0168,complete_1,HMS,Species,EqualReads
Cryptococcus neoformans,0.6060606060606061,0.0172,complete_1,HMS,Species,EqualReads
Fusarium falciforme,0.6060606060606061,0.0161,complete_1,HMS,Species,EqualReads
Kluyveromyces marxianus,0.6060606060606061,0.0162,complete_1,HMS,Species,EqualReads
Lodderomyces elongisporus,0.6060606060606061,0.0129,complete_1,HMS,Species,EqualReads
Malassezia japonica,0.6060606060606061,0.017,complete_1,HMS,Species,EqualReads
Malassezia restricta,0.6060606060606061,0.0174,complete_1,HMS,Species,EqualReads
Nakaseomyces glabratus,0.6060606060606061,0.0169,complete_1,HMS,Species,EqualReads
Pichia kudriavzevii,0.6060606060606061,0.0165,complete_1,HMS,Species,EqualReads
Talaromyces marneffei,0.6060606060606061,0.0159,complete_1,HMS,Species,EqualReads
Aspergillus,7.878787878787879,0.0995,complete_1,HMS,Genus,EqualReads
Candida,6.0606060606060606,0.0498,complete_1,HMS,Genus,EqualReads
Cryptococcus,3.6363636363636367,0.0689,complete_1,HMS,Genus,EqualReads
Debaryomyces,1.2121212121212122,0.0209,complete_1,HMS,Genus,EqualReads
Fusarium,0.6060606060606061,0.0165,complete_1,HMS,Genus,EqualReads
Kluyveromyces,1.2121212121212122,0.0332,complete_1,HMS,Genus,EqualReads
Lodderomyces,0.6060606060606061,0.013,complete_1,HMS,Genus,EqualReads
Malassezia,3.6363636363636367,0.0517,complete_1,HMS,Genus,EqualReads
Nakaseomyces,0.6060606060606061,0.0169,complete_1,HMS,Genus,EqualReads
Naumovozyma,0.6060606060606061,0.017,complete_1,HMS,Genus,EqualReads
Penicillium,1.2121212121212122,0.0054,complete_1,HMS,Genus,EqualReads
Pichia,1.2121212121212122,0.0165,complete_1,HMS,Genus,EqualReads
Talaromyces,0.6060606060606061,0.016,complete_1,HMS,Genus,EqualReads
Yarrowia,0.6060606060606061,0.0164,complete_1,HMS,Genus,EqualReads
Aspergillaceae,9.090909090909092,10.488800119288774,complete_1,HMS,Family,EqualReads
Cryptococcaceae,7.878787878787879,15.869261746518715,complete_1,HMS,Family,EqualReads
Debaryomycetaceae,15.757575757575758,11.84559603123025,complete_1,HMS,Family,EqualReads
Didymellaceae,1.2121212121212122,1.7454568901970315,complete_1,HMS,Family,EqualReads
Malasseziaceae,3.6363636363636367,5.171408401272857,complete_1,HMS,Family,EqualReads
Metschnikowiaceae,1.2121212121212122,0.028411684342419755,complete_1,HMS,Family,EqualReads
Nectriaceae,0.6060606060606061,1.6502957075490627,complete_1,HMS,Family,EqualReads
Pichiaceae,4.848484848484849,10.208941086099056,complete_1,HMS,Family,EqualReads
Pleosporaceae,4.242424242424242,0.14012225697584385,complete_1,HMS,Family,EqualReads
Saccharomycetaceae,12.727272727272728,29.898422314850524,complete_1,HMS,Family,EqualReads
Trichocomaceae,0.6060606060606061,1.5962933571677256,complete_1,HMS,Family,EqualReads
Trichosporonaceae,0.6060606060606061,0.014070047811879781,complete_1,HMS,Family,EqualReads
