Taxid,Species,Accession,GenomeLength,NumReads,AvgCoverage,GC,NumContigs,Family name,Genus name,Species name,KrakenDetected_Species,KrakenDetected_Genus,KrakenDetected_Family,EukDetected_Species,EukDetected_Genus,EukDetected_Family,MetaphlanDetected_Species,MetaphlanDetected_Genus,MetaphlanDetected_Family,HMSDetected_Species,HMSDetected_Genus,HMSDetected_Family,HMSDetectedFamily,FunOMICDetected_Species,FunOMICDetected_Genus,FunOMICDetected_Family,MiCoPDetected_Species,MiCoPDetected_Genus,MiCoPDetected_Family
324769,Kwoniella bestiolae CBS 10118,GCF_000512585.1,24360772,100000,0.6157440330708731,47.5,42.0,Cryptococcaceae,Kwoniella,Kwoniella bestiolae,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
29898,Rhodotorula graminis WP1,GCF_001329695.1,21013998,100000,0.7138099089949471,68.0,322.0,Sporidiobolaceae,Rhodotorula,Rhodotorula graminis,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1268659,Kwoniella botswanensis,GCF_036426115.1,23007246,100000,0.6519685146149174,45.0,3.0,Cryptococcaceae,Kwoniella,Kwoniella botswanensis,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
36035,Saccharomycodes ludwigii,GCF_020623625.1,12500424,100000,1.1999592973806328,31.0,9.0,Saccharomycodaceae,Saccharomycodes,Saccharomycodes ludwigii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
293227,Cyphellophora europaea CBS 101466,GCF_000365145.1,28781303,100000,0.5211716787110021,54.0,106.0,Cyphellophoraceae,Cyphellophora,Cyphellophora europaea,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5481,Diutina rugosa,GCF_008704595.1,13445959,100000,1.115576806384729,49.5,328.0,Debaryomycetaceae,Diutina,Diutina rugosa,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5076,Penicillium chrysogenum,GCF_028827035.1,32379777,100000,0.4632521094879683,49.0,4.0,Aspergillaceae,Penicillium,Penicillium chrysogenum,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2020962,Malassezia vespertilionis,GCF_029542925.1,7595203,100000,1.974930755636156,56.5,9.0,Malasseziaceae,Malassezia,Malassezia vespertilionis,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
5037,Histoplasma capsulatum G186AR,GCF_000150115.1,30438878,100000,0.4927908315148804,44.5,355.0,Ajellomycetaceae,Histoplasma,Histoplasma capsulatum,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
41047,Aspergillus thermomutatus,GCF_002237265.1,30945974,100000,0.4847157177861004,50.0,647.0,Aspergillaceae,Aspergillus,Aspergillus thermomutatus,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
4956,Zygosaccharomyces rouxii,GCF_000026365.1,9764635,100000,1.536155729323216,39.0,9.0,Saccharomycetaceae,Zygosaccharomyces,Zygosaccharomyces rouxii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
717740,Hyphopichia burtonii NRRL Y-1933,GCF_001661395.1,12403110,100000,1.2093741005280128,35.0,243.0,Debaryomycetaceae,Hyphopichia,Hyphopichia burtonii,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
63400,Trichophyton benhamiae CBS 112371,GCF_000151125.1,22224160,100000,0.6749411451321444,48.5,68.0,Arthrodermataceae,Trichophyton,Trichophyton benhamiae,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1187941,Alternaria rosae,GCF_020736505.1,33831682,100000,0.4433713937131473,52.0,52.0,Pleosporaceae,Alternaria,Alternaria rosae,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
42068,Pneumocystis jirovecii RU7,GCF_001477535.1,8396240,100000,1.786513963393138,28.5,70.0,Pneumocystaceae,Pneumocystis,Pneumocystis jirovecii,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
223818,Malassezia japonica,GCF_029542785.1,8433779,100000,1.7785621368546651,62.5,9.0,Malasseziaceae,Malassezia,Malassezia japonica,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1734106,Kwoniella shandongensis,GCF_008629635.1,21297554,100000,0.7043062315982389,50.0,142.0,Cryptococcaceae,Kwoniella,Kwoniella shandongensis,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
58291,Rhizopus microsporus ATCC 52813,GCF_002708625.1,25972395,100000,0.5775362649459166,37.5,823.0,Rhizopodaceae,Rhizopus,Rhizopus microsporus,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
1187938,Alternaria postmessia,GCF_024291825.1,34409470,100000,0.4359265051161787,51.0,739.0,Pleosporaceae,Alternaria,Alternaria postmessia,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
432096,Kazachstania africana CBS 2517,GCF_000304475.1,11130140,100000,1.347691942778797,36.5,34.0,Saccharomycetaceae,Kazachstania,Kazachstania africana,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
87229,Botrytis porri,GCF_014898465.1,46789968,100000,0.3205815400429425,40.0,31.0,Sclerotiniaceae,Botrytis,Botrytis porri,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes
1160497,Aspergillus glaucus CBS 516.65,GCF_001890805.1,27993362,100000,0.5358413183811219,49.5,433.0,Aspergillaceae,Aspergillus,Aspergillus glaucus,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
564305,Kwoniella shivajii,GCF_035658355.1,22171496,100000,0.6765443342208393,43.5,12.0,Cryptococcaceae,Kwoniella,Kwoniella shivajii,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
5619,Cryptococcus wingfieldii CBS 7118,GCF_001720155.1,19969799,100000,0.7511342502746272,53.5,196.0,Cryptococcaceae,Cryptococcus,Cryptococcus wingfieldii,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
94610,Neurospora tetraspora,GCF_033439725.1,43856413,100000,0.3420252358531921,48.5,23.0,Sordariaceae,Neurospora,Neurospora tetraspora,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes
27291,Saccharomyces paradoxus,GCF_002079055.1,12021328,100000,1.2477822749699534,38.5,17.0,Saccharomycetaceae,Saccharomyces,Saccharomyces paradoxus,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1093897,Phialemonium atrogriseum,GCF_030411735.1,33593884,100000,0.4465098468518853,55.0,237.0,Cephalothecaceae,Phialemonium,Phialemonium atrogriseum,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
327079,Pseudozyma hubeiensis SY62,GCF_000403515.1,18442938,100000,0.813319439668452,56.5,160.0,Ustilaginaceae,Pseudozyma,Pseudozyma hubeiensis,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5207,Cryptococcus neoformans var. neoformans JEC21,GCF_000091045.1,19051922,100000,0.7873221399919651,48.5,37.0,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
5068,Aspergillus tubingensis,GCF_013340325.1,35047229,100000,0.4279938936113893,49.5,16.0,Aspergillaceae,Aspergillus,Aspergillus tubingensis,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
463800,Kwoniella mangroviensis CBS 8507,GCF_000507465.1,22654511,100000,0.6621197870922926,45.0,105.0,Cryptococcaceae,Kwoniella,Kwoniella mangrovensis,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
38033,Chaetomium globosum CBS 148.51,GCF_000143365.1,34276485,100000,0.4376178012418718,56.0,1228.0,Chaetomiaceae,Chaetomium,Chaetomium globosum,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
4950,Torulaspora delbrueckii,GCF_000243375.1,9220678,100000,1.6267784212831204,42.0,34.0,Saccharomycetaceae,Torulaspora,Torulaspora delbrueckii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
42260,Zygotorulaspora mrakii,GCF_013402915.1,10412516,100000,1.440574016885064,40.0,8.0,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora mrakii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
181014,Alternaria ethzedia,GCF_023757985.1,36016348,100000,0.4164775395884113,50.5,585.0,Pleosporaceae,Alternaria,Alternaria ethzedia,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
749465,Boeremia exigua,GCF_020726555.1,35322113,100000,0.4246631564765109,53.0,26.0,Didymellaceae,Boeremia,Boeremia exigua,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
45285,Eremothecium cymbalariae DBVPG#7215,GCF_000235365.1,9669424,100000,1.551281648213999,40.5,9.0,Saccharomycetaceae,Eremothecium,Eremothecium cymbalariae,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
948311,Fusarium proliferatum ET1,GCF_900067095.1,45210324,100000,0.3317826255790602,48.5,221.0,Nectriaceae,Fusarium,Fusarium proliferatum,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
796027,Sugiyamaella lignohabitans,GCF_001640025.1,15938258,100000,0.9411317096259828,45.0,4.0,Trichomonascaceae,Sugiyamaella,Sugiyamaella lignohabitans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
45286,Eremothecium sinecaudum,GCF_001548555.1,8922523,100000,1.6811388438001225,40.0,7.0,Saccharomycetaceae,Eremothecium,Eremothecium sinecaudum,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
