Taxid,Species,Accession,GenomeLength,NumReads,AvgCoverage,GC,NumContigs,Family name,Genus name,Species name,KrakenDetected_Species,KrakenDetected_Genus,KrakenDetected_Family,EukDetected_Species,EukDetected_Genus,EukDetected_Family,MetaphlanDetected_Species,MetaphlanDetected_Genus,MetaphlanDetected_Family,HMSDetected_Species,HMSDetected_Genus,HMSDetected_Family,HMSDetectedFamily,FunOMICDetected_Species,FunOMICDetected_Genus,FunOMICDetected_Family,MiCoPDetected_Species,MiCoPDetected_Genus,MiCoPDetected_Family
27288,Naumovozyma castellii CBS 4309,GCF_000237345.1,11219539,100000,1.3369533275832457,37.0,17.0,Saccharomycetaceae,Naumovozyma,Naumovozyma castellii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5551,Trichophyton rubrum CBS 118892,GCF_000151425.1,22502330,100000,0.6665976367780581,48.5,622.0,Arthrodermataceae,Trichophyton,Trichophyton rubrum,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1304137,Scheffersomyces xylosifermentans,GCF_036884685.1,17250428,100000,0.8695436426273018,40.0,11.0,Debaryomycetaceae,Scheffersomyces,Scheffersomyces xylosifermentans,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
176275,Beauveria bassiana ARSEF 2860,GCF_000280675.1,33693936,100000,0.4451839642599191,51.5,1226.0,Cordycipitaceae,Beauveria,Beauveria bassiana,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
293939,Aspergillus lentulus,GCF_010724455.1,30229310,100000,0.496207157887494,50.0,799.0,Aspergillaceae,Aspergillus,Aspergillus lentulus,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
36911,Clavispora lusitaniae ATCC 42720,GCF_000003835.1,12114892,100000,1.2381455814876434,44.5,88.0,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1859122,Cryptococcus decagattii,GCF_036417295.1,17768546,100000,0.844188376471547,48.0,14.0,Cryptococcaceae,Cryptococcus,Cryptococcus decagattii,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
36630,Aspergillus fischeri NRRL 181,GCF_000149645.3,31377515,100000,0.4780493292728885,49.5,252.0,Aspergillaceae,Aspergillus,Aspergillus fischeri,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5334,Schizophyllum commune H4-8,GCF_000143185.2,38670379,100000,0.3878937933346865,57.5,72.0,Schizophyllaceae,Schizophyllum,Schizophyllum commune,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1217826,Xylona heveae TC161,GCF_001619985.1,24337763,100000,0.6163261594748868,48.0,125.0,Xylonaceae,Xylona,Xylona heveae,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
40127,Neurospora tetrasperma FGSC 2508,GCF_000213175.1,39146333,100000,0.3831776529362277,49.5,551.0,Sordariaceae,Neurospora,Neurospora tetrasperma,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1378263,Ogataea philodendri,GCF_020536065.1,9002259,100000,1.666248438308651,47.5,541.0,Pichiaceae,Ogataea,Ogataea philodendri,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes
2315449,Yamadazyma tenuis ATCC 10573,GCF_000223465.1,10747050,100000,1.3957318519965944,43.0,74.0,Debaryomycetaceae,Yamadazyma,Yamadazyma tenuis,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
101107,Halteromyces radiatus,GCF_025201355.1,26215609,100000,0.5721782011625212,33.5,22.0,Cunninghamellaceae,Halteromyces,Halteromyces radiatus,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
1187904,Alternaria burnsii,GCF_013036055.1,32958128,100000,0.4551229365939715,51.0,82.0,Pleosporaceae,Alternaria,Alternaria burnsii,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1170767,Chaetomium strumarium,GCF_033439665.1,32422668,100000,0.4626392868100799,55.5,8.0,Chaetomiaceae,Chaetomium,Chaetomium strumarium,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
453459,Kwoniella pini CBS 10737,GCF_000512605.1,20828584,100000,0.7201641743865066,40.0,42.0,Cryptococcaceae,Kwoniella,Kwoniella pini,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4903,Cyberlindnera jadinii NRRL Y-1542,GCF_001661405.1,13018415,100000,1.1522139984014952,44.5,392.0,Phaffomycetaceae,Cyberlindnera,Cyberlindnera jadinii,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5454,Ascochyta rabiei,GCF_004011695.2,40846718,100000,0.3672265664036949,49.0,22.0,Didymellaceae,Ascochyta,Ascochyta rabiei,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
497107,Candida oxycetoniae,GCF_023343755.2,12748657,100000,1.1765945228583683,38.0,129.0,Debaryomycetaceae,Candida,Candida oxycetoniae,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
5141,Neurospora crassa OR74A,GCF_000182925.2,41037538,100000,0.3655190036010445,48.5,411.0,Sordariaceae,Neurospora,Neurospora crassa,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
45130,Bipolaris sorokiniana ND90Pr,GCF_000338995.1,34409167,100000,0.4359303437947219,50.0,504.0,Pleosporaceae,Bipolaris,Bipolaris sorokiniana,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4929,Meyerozyma guilliermondii ATCC 6260,GCF_000149425.1,10609954,100000,1.413766732636164,44.0,71.0,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
54195,Ascoidea rubescens DSM 1968,GCF_001661345.1,17503998,100000,0.8569470814610468,33.0,326.0,Ascoideaceae,Ascoidea,Ascoidea rubescens,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
487661,Aspergillus aculeatinus CBS 121060,GCF_003184765.1,36471649,100000,0.4112783603505287,50.5,325.0,Aspergillaceae,Aspergillus,Aspergillus aculeatinus,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
37769,Cryptococcus gattii WM276,GCF_000185945.1,18374760,100000,0.8163371929755817,48.0,21.0,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
5286,Rhodotorula toruloides NP11,GCF_000320785.1,20223942,100000,0.7416951650672258,62.0,304.0,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
74035,Arthroderma uncinatum,GCF_011692745.1,23563256,100000,0.6365843498029304,48.5,5.0,Arthrodermataceae,Arthroderma,Arthroderma uncinatum,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
870730,Ogataea angusta,GCF_019207475.1,8903801,100000,1.684673770224649,49.5,84.0,Pichiaceae,Ogataea,Ogataea angusta,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes
77020,Malassezia pachydermatis,GCF_001278385.1,8150648,100000,1.8403444732247056,55.0,118.0,Malasseziaceae,Malassezia,Malassezia pachydermatis,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5007,Brettanomyces bruxellensis,GCF_011074885.1,13150648,100000,1.140628203264204,40.0,9.0,Pichiaceae,Brettanomyces,Brettanomyces bruxellensis,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes
113608,Tetrapisispora phaffii CBS 4417,GCF_000236905.1,12115070,100000,1.238127390101749,33.5,105.0,Saccharomycetaceae,Tetrapisispora,Tetrapisispora phaffii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1071379,Tetrapisispora blattae CBS 6284,GCF_000315915.1,14048593,100000,1.06772258261023,31.5,82.0,Saccharomycetaceae,Tetrapisispora,Tetrapisispora blattae,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2606893,Saprochaete ingens,GCF_902498895.1,21189208,100000,0.7079075348167804,37.0,6.0,Dipodascaceae,Saprochaete,Saprochaete ingens,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
195108,Fusarium falciforme,GCF_026873545.1,53563088,100000,0.2800436001748069,49.5,14.0,Nectriaceae,Fusarium,Fusarium falciforme,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
41067,Aspergillus candidus,GCF_002847045.1,27317772,100000,0.5490930958791223,52.0,316.0,Aspergillaceae,Aspergillus,Aspergillus candidus,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
460523,Ogataea polymorpha,GCF_001664045.1,8974371,100000,1.6714263317172868,48.0,7.0,Pichiaceae,Ogataea,Ogataea polymorpha,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1937702,Ogataea haglerorum,GCF_019207285.1,8874124,100000,1.6903076855811343,49.5,65.0,Pichiaceae,Ogataea,Ogataea haglerorum,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes
101098,Gamsiella multidivaricata,GCF_025024155.1,37665308,100000,0.3982444534901984,49.0,217.0,Mortierellaceae,Gamsiella,Gamsiella multidivaricata,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
43959,Saccharomycopsis crataegensis,GCF_037102585.1,17100033,100000,0.8771912896308446,37.5,21.0,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis crataegensis,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
