Name	Rank	Lineage	Taxid	Observed_markers	Read_counts	Percent_observed_markers	Total_marker_coverage	Percent_identity
Kazachstania naganishii CBS 8797	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Kazachstania|species-Kazachstania_naganishii	1071383	170	4812	99.42%	81.62%	99.85%
Brettanomyces bruxellensis	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Pichiaceae|genus-Brettanomyces|species-Brettanomyces_bruxellensis	5007	169	3915	99.41%	73.94%	99.01%
Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993	no rank	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Metschnikowiaceae|genus-Metschnikowia|species-Metschnikowia_bicuspidata	869754	166	3103	99.4%	71.36%	99.91%
Diutina rugosa	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|genus-Diutina|species-Diutina_rugosa	5481	163	4157	99.39%	78.01%	99.87%
Ogataea polymorpha	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Pichiaceae|genus-Ogataea|species-Ogataea_polymorpha	460523	157	5539	99.37%	83.22%	99.84%
Meyerozyma	genus	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Meyerozyma	766728	130	2857	99.24%	74.58%	99.8%
Saccharomyces cerevisiae S288C	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces|species-Saccharomyces_cerevisiae	559292	180	4321	98.9%	81.69%	99.9%
Hyphopichia burtonii NRRL Y-1933	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Hyphopichia|species-Hyphopichia_burtonii	984485	180	4459	98.9%	76.75%	99.87%
Naumovozyma castellii CBS 4309	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Naumovozyma|species-Naumovozyma_castellii	1064592	180	4713	98.9%	82.21%	99.86%
[Candida] glabrata	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Nakaseomyces|species-[Candida]_glabrata	5478	158	3790	98.75%	79.72%	99.86%
Ogataea parapolymorpha DL-1	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Pichiaceae|genus-Ogataea|species-Ogataea_parapolymorpha	871575	151	5551	98.69%	83.66%	99.86%
Scheffersomyces stipitis CBS 6054	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Scheffersomyces|species-Scheffersomyces_stipitis	322104	179	3805	98.35%	71.99%	99.86%
Debaryomyces hansenii CBS767	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Debaryomyces|species-Debaryomyces_hansenii	284592	179	4217	97.81%	77.36%	99.89%
Candida tropicalis MYA-3404	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Candida|species-Candida_tropicalis	294747	166	3365	97.08%	70.57%	99.84%
Ascoidea rubescens DSM 1968	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Ascoideaceae|genus-Ascoidea|species-Ascoidea_rubescens	1344418	157	2584	96.91%	63.42%	99.91%
Saprochaete ingens	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Dipodascaceae|genus-Saprochaete|species-Saprochaete_ingens	2606893	181	2831	96.79%	60.42%	99.84%
Acaromyces ingoldii	species	phylum-Basidiomycota|class-Exobasidiomycetes|order-Exobasidiales|family-Cryptobasidiaceae|genus-Acaromyces|species-Acaromyces_ingoldii	215250	171	2628	96.07%	57.46%	99.83%
Wallemia ichthyophaga EXF-994	species	phylum-Basidiomycota|class-Wallemiomycetes|order-Wallemiales|family-Wallemiaceae|genus-Wallemia|species-Wallemia_ichthyophaga	1299270	146	4361	96.05%	72.12%	99.7%
Wickerhamomyces ciferrii	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Phaffomycetaceae|genus-Wickerhamomyces|species-Wickerhamomyces_ciferrii	1041607	162	2394	95.86%	63.57%	99.9%
Zygosaccharomyces rouxii	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Zygosaccharomyces|species-Zygosaccharomyces_rouxii	4956	65	1723	95.59%	61.44%	99.85%
Pseudozyma hubeiensis SY62	species	phylum-Basidiomycota|class-Ustilaginomycetes|order-Ustilaginales|family-Ustilaginaceae|genus-Pseudozyma|species-Pseudozyma_hubeiensis	1305764	185	3103	93.91%	63.18%	99.99%
Pneumocystis carinii B80	species	phylum-Ascomycota|class-Pneumocystidomycetes|order-Pneumocystidales|family-Pneumocystidaceae|genus-Pneumocystis|species-Pneumocystis_carinii	1408658	121	2935	93.08%	62.55%	99.61%
Byssochlamys spectabilis	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Thermoascaceae|genus-Byssochlamys|species-Byssochlamys_spectabilis	264951	194	1706	92.82%	47.0%	99.9%
Coccidioides	genus	phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|genus-Coccidioides	5500	78	769	91.76%	50.99%	99.75%
Verruconis gallopava	species	phylum-Ascomycota|class-Dothideomycetes|order-Venturiales|family-Sympoventuriaceae|genus-Verruconis|species-Verruconis_gallopava	253628	181	1744	91.41%	48.13%	99.87%
Talaromyces marneffei ATCC 18224	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Trichocomaceae|genus-Talaromyces|species-Talaromyces_marneffei	441960	183	1725	89.27%	45.97%	99.84%
Chaetomium globosum CBS 148.51	species	phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Chaetomiaceae|genus-Chaetomium|species-Chaetomium_globosum	306901	158	1289	88.76%	40.83%	99.87%
Sordaria macrospora k-hell	species	phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Sordariaceae|genus-Sordaria|species-Sordaria_macrospora	771870	175	1339	88.38%	39.84%	99.94%
Aspergillus thermomutatus	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Aspergillus|species-Aspergillus_thermomutatus	41047	180	1466	88.24%	41.89%	99.99%
Paracoccidioides brasiliensis Pb18	species	phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|genus-Paracoccidioides|species-Paracoccidioides_brasiliensis	502780	177	1379	88.06%	39.2%	99.99%
Trichophyton benhamiae CBS 112371	species	phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Arthrodermataceae|genus-Trichophyton|species-Trichophyton_benhamiae	663331	152	1410	85.88%	42.11%	100.0%
Trichosporon asahii var. asahii CBS 2479	no rank	phylum-Basidiomycota|class-Tremellomycetes|order-Trichosporonales|family-Trichosporonaceae|genus-Trichosporon|species-Trichosporon_asahii	1186058	117	1372	85.4%	46.53%	99.89%
Ascochyta rabiei	species	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Didymellaceae|genus-Ascochyta|species-Ascochyta_rabiei	5454	170	1174	84.58%	36.93%	99.96%
Kwoniella dejecticola CBS 10117	species	phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Kwoniella|species-Kwoniella_dejecticola	1296121	150	1373	84.27%	37.84%	99.66%
Neurospora tetrasperma FGSC 2508	species	phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Sordariaceae|genus-Neurospora|species-Neurospora_tetrasperma	510951	158	925	84.04%	32.02%	99.99%
Cryptococcus neoformans var. neoformans JEC21	no rank	phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_neoformans	214684	142	1417	83.53%	41.02%	99.86%
Cokeromyces recurvatus B5483	species	phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Mucoraceae|genus-Cokeromyces|species-Cokeromyces_recurvatus	1357676	131	975	82.39%	39.06%	99.74%
Phialemoniopsis curvata	species	phylum-Ascomycota|class-Sordariomycetes|order-Xylariales|genus-Phialemoniopsis|species-Phialemoniopsis_curvata	1093900	164	1366	81.59%	40.47%	99.84%
Cryptococcus wingfieldii CBS 7118	species	phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_wingfieldii	1295528	132	1181	80.98%	36.98%	99.93%
Scedosporium apiospermum	species	phylum-Ascomycota|class-Sordariomycetes|order-Microascales|family-Microascaceae|genus-Scedosporium|species-Scedosporium_apiospermum	563466	164	981	79.61%	33.52%	99.99%
Cryptococcus gattii WM276	species	phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_gattii_VGI	367775	132	1080	79.52%	32.78%	99.91%
Schizophyllum commune H4-8	species	phylum-Basidiomycota|class-Agaricomycetes|order-Agaricales|family-Schizophyllaceae|genus-Schizophyllum|species-Schizophyllum_commune	578458	143	925	79.44%	29.21%	99.76%
Rhizopus microsporus ATCC 52813	species	phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Rhizopodaceae|genus-Rhizopus|species-Rhizopus_microsporus	1340429	131	981	78.92%	37.43%	99.9%
Rhodotorula graminis WP1	species	phylum-Basidiomycota|class-Microbotryomycetes|order-Sporidiobolales|family-Sporidiobolaceae|genus-Rhodotorula|species-Rhodotorula_graminis	578459	125	1102	78.12%	33.13%	99.76%
Beauveria bassiana ARSEF 2860	species	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Cordycipitaceae|genus-Beauveria|species-Beauveria_bassiana	655819	109	523	75.69%	26.2%	99.99%
Fonsecaea monophora	species	phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales|family-Herpotrichiellaceae|genus-Fonsecaea|species-Fonsecaea_monophora	254056	134	913	74.86%	30.92%	99.99%
Botrytis porri	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Sclerotiniaceae|genus-Botrytis|species-Botrytis_porri	87229	151	764	74.75%	28.94%	99.98%
Cryptococcus gattii VGII 2001/935-1	species	phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_gattii_VGII	1334442	126	850	74.12%	28.36%	99.89%
Coccidioides posadasii C735 delta SOWgp	species	phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|genus-Coccidioides|species-Coccidioides_posadasii	222929	88	443	72.73%	24.6%	99.96%
Blastomyces	genus	phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Ajellomycetaceae|genus-Blastomyces	229219	105	405	70.95%	23.52%	99.98%
Verticillium alfalfae VaMs.102	species	phylum-Ascomycota|class-Sordariomycetes|order-Glomerellales|family-Plectosphaerellaceae|genus-Verticillium|species-Verticillium_alfalfae	526221	91	603	70.54%	27.93%	99.97%
Meyerozyma caribbica MG20W	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Meyerozyma|species-Meyerozyma_caribbica	1091232	30	768	66.67%	42.85%	99.6%
Alternaria alternata complex	species group	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Pleosporaceae|genus-Alternaria	187734	48	199	58.54%	21.08%	100.0%
Fusarium proliferatum ET1	species	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Nectriaceae|genus-Fusarium|species-Fusarium_proliferatum	1227346	69	221	56.1%	16.96%	100.0%
Alternaria sect. Alternaria	section	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Pleosporaceae|genus-Alternaria	2499237	34	157	53.12%	32.86%	99.99%
Fonsecaea	genus	phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales|family-Herpotrichiellaceae|genus-Fonsecaea	40354	10	27	43.48%	25.74%	99.74%
Trichophyton	genus	phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Arthrodermataceae|genus-Trichophyton	5550	167	1040	40.44%	32.28%	99.92%
Neurospora	genus	phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Sordariaceae|genus-Neurospora	5140	6	11	40.0%	16.67%	99.69%
Zygosaccharomyces	genus	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Zygosaccharomyces	4953	98	2640	33.68%	83.76%	99.79%
Beauveria	genus	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Cordycipitaceae|genus-Beauveria	5581	39	163	27.86%	22.46%	99.93%
Alternaria alternata	species	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Pleosporaceae|genus-Alternaria|species-Alternaria_alternata	5599	14	55	20.9%	20.36%	99.94%
Verticillium	genus	phylum-Ascomycota|class-Sordariomycetes|order-Glomerellales|family-Plectosphaerellaceae|genus-Verticillium	1036719	28	119	17.61%	36.61%	99.92%
Cryptococcus gattii species complex	species group	phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus	1884637	2	5	16.67%	14.59%	98.67%
Blastomyces gilchristii SLH14081	species	phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Ajellomycetaceae|genus-Blastomyces|species-Blastomyces_gilchristii	559298	7	17	12.73%	10.34%	100.0%
Fusarium fujikuroi species complex	species group	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Nectriaceae|genus-Fusarium	171627	25	74	6.93%	15.67%	99.98%
Mucorineae	suborder	phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales	1344963	2	11	6.25%	18.9%	99.64%
Mucor racemosus B9645	species	phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Mucoraceae|genus-Mucor|species-Mucor_racemosus	1357677	3	9	1.56%	9.34%	97.02%
Aspergillus	genus	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Aspergillus	5052	27	130	1.46%	30.34%	99.95%
Saccharomycetaceae sp. 'Ashbya aceri'	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|species-Saccharomycetaceae_sp._'Ashbya_aceri'	566037	2	5	1.2%	11.03%	96.96%
