Query,Taxid,Tax name,Authority,Rank,Basionym,Basionym authority,Curator common name,Has type material,Group name,Superkingdom name,Superkingdom taxid,Kingdom name,Kingdom taxid,Phylum name,Phylum taxid,Class name,Class taxid,Order name,Order taxid,Family name,Family taxid,Genus name,Genus taxid,Species name,Species taxid
1681229,1681229,Blastomyces gilchristii,"Eliz.M. Brown, L.R. McTaggart, Sean X. Zhang, D.E. Low, D.A. Stevens & S.E. Richardson, 2013",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Onygenales,33183.0,Ajellomycetaceae,299071.0,Blastomyces,229219.0,Blastomyces gilchristii,1681229.0
176275,176275,Beauveria bassiana,"(Bals.-Criv.) Vuill., 1912",SPECIES,Botrytis bassiana,"Bals.-Criv., 1835",,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Sordariomycetes,147550.0,Hypocreales,5125.0,Cordycipitaceae,474943.0,Beauveria,5581.0,Beauveria bassiana,176275.0
181014,181014,Alternaria ethzedia,"E.G. Simmons, 1986",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Dothideomycetes,147541.0,Pleosporales,92860.0,Pleosporaceae,28556.0,Alternaria,5598.0,Alternaria ethzedia,181014.0
182096,182096,Aspergillus chevalieri,"Thom & Church, 1926",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus chevalieri,182096.0
195108,195108,Fusarium falciforme,"(CarrioÌn) Summerb. & Schroers, 2002",SPECIES,Cephalosporium falciforme,"CarrioÌn, 1951",,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Sordariomycetes,147550.0,Hypocreales,5125.0,Nectriaceae,110618.0,Fusarium,5506.0,Fusarium falciforme,195108.0
199306,199306,Coccidioides posadasii,"M.C. Fisher, G.L. Koenig, T.J. White & J.W. Taylor, 2002",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Onygenales,33183.0,Onygenaceae,33184.0,Coccidioides,5500.0,Coccidioides posadasii,199306.0
209559,209559,Aspergillus alliaceus,"Thom & Church, 1926",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus alliaceus,209559.0
215250,215250,Acaromyces ingoldii,"Boekhout, Scorzetti, Gerson & Sztejnb. ex Denchev & T. Denchev, 2021",SPECIES,,,,yes,basidiomycete fungi,Eukaryota,2759,Fungi,4751,Basidiomycota,5204,Exobasidiomycetes,452283.0,Exobasidiales,5404.0,Cryptobasidiaceae,62920.0,Acaromyces,215249.0,Acaromyces ingoldii,215250.0
253628,253628,Verruconis gallopava,"(W.B. Cooke) Samerpitak & de Hoog, 2014",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Dothideomycetes,147541.0,Venturiales,1111111.0,Sympoventuriaceae,1111112.0,Verruconis,1494215.0,Verruconis gallopava,253628.0
254056,254056,Fonsecaea monophora,"(M. Moore & F.P. Almeida) de Hoog, Vicente & D. Attili, 2004",SPECIES,Botrytoides monophora,"M. Moore & F.P. Almeida, 1936",,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Chaetothyriales,34395.0,Herpotrichiellaceae,43219.0,Fonsecaea,40354.0,Fonsecaea monophora,254056.0
263815,263815,Pneumocystis murina,"Keely, Fischer, Cushion & Stringer, 2004",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Pneumocystomycetes,147553.0,Pneumocystales,37987.0,Pneumocystaceae,44281.0,Pneumocystis,4753.0,Pneumocystis murina,263815.0
264951,264951,Paecilomyces variotii,"Bainier, 1907",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Thermoascaceae,1131624.0,Paecilomyces,33202.0,Paecilomyces variotii,264951.0
273371,273371,Candida orthopsilosis,"Tavanti, A. Davidson, Gow, M. Maiden & Odds 2005",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Debaryomycetaceae,766764.0,Candida,5475.0,Candida orthopsilosis,273371.0
28549,28549,Priceomyces carsonii,"(Phaff & E.P. Knapp) M. Suzuki & Kurtzman, 2010",SPECIES,Pichia carsonii,"Phaff & E.P. Knapp, 1956",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Debaryomycetaceae,766764.0,Priceomyces,766759.0,Priceomyces carsonii,28549.0
28985,28985,Kluyveromyces lactis,"(Stell.-Dekk.) Van der Walt, 1971",SPECIES,Torulaspora lactis,"Stell.-Dekk., 1931",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Saccharomycetaceae,4893.0,Kluyveromyces,4910.0,Kluyveromyces lactis,28985.0
293227,293227,Cyphellophora europaea,"(de Hoog, Mayser & Haase) Reblova & Unter. 2013",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Chaetothyriales,34395.0,Cyphellophoraceae,1341112.0,Cyphellophora,226991.0,Cyphellophora europaea,293227.0
293939,293939,Aspergillus lentulus,"Balajee & K.A. Marr, 2005",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus lentulus,293939.0
297637,297637,Alternaria triticimaculans,"E.G. Simmons & PerelloÌ, 1994",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Dothideomycetes,147541.0,Pleosporales,92860.0,Pleosporaceae,28556.0,Alternaria,5598.0,Alternaria triticimaculans,297637.0
317047,317047,Kuraishia capsulata,(Wickerham) Y.Yamada et al.,SPECIES,Hansenula capsulata,"Wickerham, 1951",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,,,Kuraishia,317045.0,Kuraishia capsulata,317047.0
318751,318751,Westerdykella ornata,"Stolk, 1955",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Dothideomycetes,147541.0,Pleosporales,92860.0,Sporormiaceae,55176.0,Westerdykella,45153.0,Westerdykella ornata,318751.0
326644,326644,Daldinia caldariorum,"Hennings, 1898",SPECIES,,,,no,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Sordariomycetes,147550.0,Xylariales,37989.0,Hypoxylaceae,2033035.0,Daldinia,42360.0,Daldinia caldariorum,326644.0
327079,327079,Pseudozyma hubeiensis,"F.Y. Bai & Q.M. Wang, 2006",SPECIES,,,,yes,smut fungi,Eukaryota,2759,Fungi,4751,Basidiomycota,5204,Ustilaginomycetes,5257.0,Ustilaginales,5267.0,Ustilaginaceae,5268.0,Pseudozyma,63298.0,Pseudozyma hubeiensis,327079.0
33178,33178,Aspergillus terreus,"Thom, 1918",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus terreus,33178.0
332952,332952,Aspergillus flavus NRRL3357,,STRAIN,,,,no,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus flavus,5059.0
364733,364733,Endocarpon pusillum,"Hedwig, 1789",SPECIES,,,,no,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Verrucariales,146291.0,Verrucariaceae,146292.0,Endocarpon,364710.0,Endocarpon pusillum,364733.0
36630,36630,Aspergillus fischeri,"Wehmer, 1907",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus fischeri,36630.0
36911,36911,Clavispora lusitaniae,"Rodr. Mir., 1979",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Clavispora,36910.0,Clavispora lusitaniae,36911.0
36914,36914,Lodderomyces elongisporus,"(Recca & Mrak) Van der Walt, 1971",SPECIES,Saccharomyces elongisporus,"Recca & Mrak, 1952",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Debaryomycetaceae,766764.0,Lodderomyces,36913.0,Lodderomyces elongisporus,36914.0
37727,37727,Talaromyces marneffei,"(Segretain, Capponi & Sureau) Samson, Yilmaz, Frisvad & Seifert 2012",SPECIES,Penicillium marneffei,"Segretain, Capponi & Sureau, 1960",,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Trichocomaceae,28568.0,Talaromyces,5094.0,Talaromyces marneffei,37727.0
37769,37769,Cryptococcus gattii,(Vanbreus. & Takashio) Kwon-Chung & Boekhout 2002,SPECIES,Cryptococcus neoformans var. gattii,"Vanbreus. & Takashio, 1970",,yes,basidiomycete fungi,Eukaryota,2759,Fungi,4751,Basidiomycota,5204,Tremellomycetes,155616.0,Tremellales,5234.0,Cryptococcaceae,1884633.0,Cryptococcus,5206.0,Cryptococcus gattii,37769.0
38033,38033,Chaetomium globosum,"Kunze ex Fries, 1829",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Sordariomycetes,147550.0,Sordariales,5139.0,Chaetomiaceae,35718.0,Chaetomium,5149.0,Chaetomium globosum,38033.0
41047,41047,Aspergillus thermomutatus,"(Paden) S.W. Peterson, 1992",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus thermomutatus,41047.0
41067,41067,Aspergillus candidus,"Link, 1809",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus candidus,41067.0
42068,42068,Pneumocystis jirovecii,"Frenkel, 1976",SPECIES,,,,no,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Pneumocystomycetes,147553.0,Pneumocystales,37987.0,Pneumocystaceae,44281.0,Pneumocystis,4753.0,Pneumocystis jirovecii,42068.0
42374,42374,Candida dubliniensis,"D.J. Sullivan, Western., K.A. Haynes, 1995",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Debaryomycetaceae,766764.0,Candida,5475.0,Candida dubliniensis,42374.0
45130,45130,Bipolaris sorokiniana,"(Sorokin) Shoemaker, 1959",SPECIES,,,,no,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Dothideomycetes,147541.0,Pleosporales,92860.0,Pleosporaceae,28556.0,Bipolaris,33194.0,Bipolaris sorokiniana,45130.0
45303,45303,Alternaria infectoria,"E.G. Simmons, 1986",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Dothideomycetes,147541.0,Pleosporales,92860.0,Pleosporaceae,28556.0,Alternaria,5598.0,Alternaria infectoria,45303.0
4754,4754,Pneumocystis carinii,"P. DelanoeÌ & DelanoeÌ, 1912",SPECIES,,,,no,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Pneumocystomycetes,147553.0,Pneumocystales,37987.0,Pneumocystaceae,44281.0,Pneumocystis,4753.0,Pneumocystis carinii,4754.0
487661,487661,Aspergillus aculeatinus,"Noonim, Frisvad, Varga & Samson 2008",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus aculeatinus,487661.0
4909,4909,Pichia kudriavzevii,"Boidin, Pignal & Besson, 1965",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Pichia,4919.0,Pichia kudriavzevii,4909.0
4926,4926,Pichia membranifaciens,"(E.C. Hansen) E.C. Hansen, 1904",SPECIES,Saccharomyces membranifaciens,"E.C. Hansen, 1888",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Pichia,4919.0,Pichia membranifaciens,4926.0
4927,4927,Wickerhamomyces anomalus,"(E.C. Hansen) Kurtzman, Robnett & Basehoar-Powers 2008",SPECIES,Saccharomyces anomalus,"E.C. Hansen, 1889",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Phaffomycetaceae,115784.0,Wickerhamomyces,599737.0,Wickerhamomyces anomalus,4927.0
4932,4932,Saccharomyces cerevisiae,,SPECIES,Mycoderma cerevisiae,"Desm., 1827",brewer's yeast,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Saccharomycetaceae,4893.0,Saccharomyces,4930.0,Saccharomyces cerevisiae,4932.0
4959,4959,Debaryomyces hansenii,"(Zopf) Lodder & Kreger, 1952",SPECIES,Saccharomyces hansenii,"Zopf, 1889",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Debaryomycetaceae,766764.0,Debaryomyces,4958.0,Debaryomyces hansenii,4959.0
5007,5007,Brettanomyces bruxellensis,"Kufferath & Van Laer, 1921",SPECIES,Brettanomyces bruxellensis,"Kuff. & Van Laer ex Custers, 1940",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Brettanomyces,13366.0,Brettanomyces bruxellensis,5007.0
5037,5037,Histoplasma capsulatum,"Darling, 1906",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Onygenales,33183.0,Ajellomycetaceae,299071.0,Histoplasma,5036.0,Histoplasma capsulatum,5037.0
5039,5039,Blastomyces dermatitidis,"Gilchrist & W.R. Stokes, 1898",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Onygenales,33183.0,Ajellomycetaceae,299071.0,Blastomyces,229219.0,Blastomyces dermatitidis,5039.0
5061,5061,Aspergillus niger,"Tieghem, 1867",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus niger,5061.0
5062,5062,Aspergillus oryzae,"(Ahlb.) Cohn, 1884",SPECIES,,,,no,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus oryzae,5062.0
5068,5068,Aspergillus tubingensis,"Mosseray, 1934",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Aspergillus,5052.0,Aspergillus tubingensis,5068.0
5076,5076,Penicillium chrysogenum,"Thom, 1910",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Eurotiales,5042.0,Aspergillaceae,1131492.0,Penicillium,5073.0,Penicillium chrysogenum,5076.0
5207,5207,Cryptococcus neoformans,(San Felice) Vuill. 1901,SPECIES,Saccharomyces neoformans,"San Felice, 1895",,yes,basidiomycete fungi,Eukaryota,2759,Fungi,4751,Basidiomycota,5204,Tremellomycetes,155616.0,Tremellales,5234.0,Cryptococcaceae,1884633.0,Cryptococcus,5206.0,Cryptococcus neoformans,5207.0
5210,5210,Filobasidium floriforme,"L. S. Olive, 1968",SPECIES,,,,yes,basidiomycete fungi,Eukaryota,2759,Fungi,4751,Basidiomycota,5204,Tremellomycetes,155616.0,Filobasidiales,90886.0,Filobasidiaceae,5408.0,Filobasidium,5209.0,Filobasidium floriforme,5210.0
5334,5334,Schizophyllum commune,"Fr., 1815",SPECIES,,,,no,basidiomycete fungi,Eukaryota,2759,Fungi,4751,Basidiomycota,5204,Agaricomycetes,155619.0,Agaricales,5338.0,Schizophyllaceae,5332.0,Schizophyllum,5333.0,Schizophyllum commune,5334.0
54195,54195,Ascoidea rubescens,"Bref., 1891",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Ascoideaceae,44277.0,Ascoidea,27308.0,Ascoidea rubescens,54195.0
5454,5454,Ascochyta rabiei,"(Pass.) Labr., 1931",SPECIES,Didymella rabiei,"Kovatsch. ex Arx, 1962",,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Dothideomycetes,147541.0,Pleosporales,92860.0,Didymellaceae,683158.0,Ascochyta,5453.0,Ascochyta rabiei,5454.0
5476,5476,Candida albicans,"(C.P. Robin) Berkhout, 1923",SPECIES,Oidium albicans,"C.P. Robin, 1853",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Debaryomycetaceae,766764.0,Candida,5475.0,Candida albicans,5476.0
5478,5478,Nakaseomyces glabratus,"(H. W. Anderson) Sugita & Takashima, 2022",SPECIES,Cryptococcus glabratus,"H.W. Anderson, 1917",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Saccharomycetaceae,4893.0,Nakaseomyces,374468.0,Nakaseomyces glabratus,5478.0
5480,5480,Candida parapsilosis,(Ashford) Langeron & Talice,SPECIES,Monilia parapsilosis,"Ashford, 1928",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Debaryomycetaceae,766764.0,Candida,5475.0,Candida parapsilosis,5480.0
5481,5481,Diutina rugosa,,SPECIES,Mycoderma rugosum,"H.W. Anderson, 1917",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Debaryomycetaceae,766764.0,Diutina,1910789.0,Diutina rugosa,5481.0
5482,5482,Candida tropicalis,"(Castell.) Berkhout, 1923",SPECIES,Oidium tropicale,"Castell., 1910",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Debaryomycetaceae,766764.0,Candida,5475.0,Candida tropicalis,5482.0
5551,5551,Trichophyton rubrum,"(Castell.) Sabour., 1911",SPECIES,Epidermophyton rubrum,"Castell., 1910",,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Onygenales,33183.0,Arthrodermataceae,34384.0,Trichophyton,5550.0,Trichophyton rubrum,5551.0
563466,563466,Scedosporium apiospermum,"(Sacc.) Sacc. ex Castell. & Chalm., 1919",SPECIES,Monosporium apiospermum,"Sacc., 1911",,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Sordariomycetes,147550.0,Microascales,5592.0,Microascaceae,5593.0,Scedosporium,41687.0,Scedosporium apiospermum,563466.0
58291,58291,Rhizopus microsporus,"Tiegh., 1875",SPECIES,,,,no,mucoromycotan fungi,Eukaryota,2759,Fungi,4751,Mucoromycota,1913637,Mucoromycetes,2212703.0,Mucorales,4827.0,Rhizopodaceae,1344955.0,Rhizopus,4842.0,Rhizopus microsporus,58291.0
6035,6035,Encephalitozoon cuniculi,"Levaditi, Nicolau & Schoen, 1923",SPECIES,,,,no,microsporidians,Eukaryota,2759,Fungi,4751,Microsporidia,6029,,,,,Unikaryonidae,36734.0,Encephalitozoon,6033.0,Encephalitozoon cuniculi,6035.0
63400,63400,Trichophyton benhamiae,"(Ajello & Cheng) Graser & de Hoog, 2016",SPECIES,Arthroderma benhamiae,"Ajello & S.L. Cheng, 1967",,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Onygenales,33183.0,Arthrodermataceae,34384.0,Trichophyton,5550.0,Trichophyton benhamiae,63400.0
63402,63402,Nannizzia gypsea,(Nannizzi) Stockdale,SPECIES,Gymnoascus gypseus,"Nann., 1929",,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Onygenales,33183.0,Arthrodermataceae,34384.0,Nannizzia,1915381.0,Nannizzia gypsea,63402.0
63405,63405,Microsporum canis,"(Bodin) Bodin, 1900",SPECIES,,,,yes,ascomycete fungi,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Eurotiomycetes,147545.0,Onygenales,33183.0,Arthrodermataceae,34384.0,Microsporum,34392.0,Microsporum canis,63405.0
