Taxid,Species,Accession,GenomeLength,NumReads,AvgCoverage,GC,NumContigs,Family name,Genus name,Species name,KrakenDetected_Species,KrakenDetected_Genus,KrakenDetected_Family,EukDetected_Species,EukDetected_Genus,EukDetected_Family,MetaphlanDetected_Species,MetaphlanDetected_Genus,MetaphlanDetected_Family,HMSDetected_Species,HMSDetected_Genus,HMSDetected_Family,HMSDetectedFamily,FunOMICDetected_Species,FunOMICDetected_Genus,FunOMICDetected_Family,MiCoPDetected_Species,MiCoPDetected_Genus,MiCoPDetected_Family
1708541,Wallemia mellicola CBS 633.66,GCF_000263375.1,9815586,130874.0,2,40.0,106.0,Wallemiaceae,Wallemia,Wallemia mellicola,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
121759,Paracoccidioides brasiliensis Pb18,GCF_000150735.1,29952540,399367.0,2,44.5,556.0,,Paracoccidioides,Paracoccidioides brasiliensis,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
4909,Pichia kudriavzevii,GCF_003054445.1,10812555,144167.0,2,38.5,5.0,Pichiaceae,Pichia,Pichia kudriavzevii,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5039,Blastomyces dermatitidis ER-3,GCF_000003525.1,66568269,887577.0,2,37.0,591.0,Ajellomycetaceae,Blastomyces,Blastomyces dermatitidis,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
76777,Malassezia sympodialis ATCC 42132,GCF_000349305.1,7669689,102263.0,2,59.0,88.0,Malasseziaceae,Malassezia,Malassezia sympodialis,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
89940,Cladophialophora bantiana CBS 173.52,GCF_000835475.1,36722552,489634.0,2,51.5,140.0,Herpotrichiellaceae,Cladophialophora,Cladophialophora bantiana,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6035,Encephalitozoon cuniculi GB-M1,GCF_000091225.2,2497519,33300.0,2,47.5,12.0,Unikaryonidae,Encephalitozoon,Encephalitozoon cuniculi,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1078765,Scheffersomyces amazonensis,GCF_036850825.1,14209774,189464.0,2,32.0,9.0,Debaryomycetaceae,Scheffersomyces,Scheffersomyces amazonensis,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
58627,Debaryomyces fabryi,GCF_001447935.2,11695966,155946.0,2,35.5,534.0,Debaryomycetaceae,Debaryomyces,Debaryomyces fabryi,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
114524,Saccharomyces kudriavzevii IFO 1802,GCF_947243775.1,11913776,158850.0,2,40.0,16.0,Saccharomycetaceae,Saccharomyces,Saccharomyces kudriavzevii,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1080349,Saccharomyces eubayanus,GCF_001298625.1,11670174,155602.0,2,40.0,132.0,Saccharomycetaceae,Saccharomyces,Saccharomyces eubayanus,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
317047,Kuraishia capsulata CBS 1993,GCF_000576695.1,11371246,151617.0,2,45.5,73.0,,Kuraishia,Kuraishia capsulata,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No
264951,Paecilomyces variotii,GCF_004022145.1,30105809,401411.0,2,46.5,86.0,Thermoascaceae,Paecilomyces,Paecilomyces variotii,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
33169,Eremothecium gossypii ATCC 10895,GCF_000091025.4,9095748,121277.0,2,52.0,7.0,Saccharomycetaceae,Eremothecium,Eremothecium gossypii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
324770,Kwoniella dejecticola CBS 10117,GCF_000512565.1,23862392,318165.0,2,48.5,69.0,Cryptococcaceae,Kwoniella,Kwoniella dejecticola,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
28549,Priceomyces carsonii,GCF_900007245.1,11764505,156860.0,2,37.0,130.0,Debaryomycetaceae,Priceomyces,Priceomyces carsonii,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5478,Nakaseomyces glabratus,GCF_000002545.3,12318245,164243.0,2,38.5,16.0,Saccharomycetaceae,Nakaseomyces,Nakaseomyces glabratus,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
86049,Cladophialophora carrionii CBS 160.54,GCF_000365165.1,28991111,386548.0,2,54.5,102.0,Herpotrichiellaceae,Cladophialophora,Cladophialophora carrionii,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
36914,Lodderomyces elongisporus,GCF_030384665.1,16086460,214486.0,2,37.0,8.0,Debaryomycetaceae,Lodderomyces,Lodderomyces elongisporus,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
54092,Lipomyces tetrasporus,GCF_029532465.1,20779202,277056.0,2,48.0,18.0,Lipomycetaceae,Lipomyces,Lipomyces tetrasporus,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
856822,Fonsecaea nubica,GCF_001646965.1,33787447,450499.0,2,52.5,259.0,Herpotrichiellaceae,Fonsecaea,Fonsecaea nubica,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
460519,Komagataella phaffii GS115,GCF_000027005.1,9216378,122885.0,2,41.0,15.0,Phaffomycetaceae,Komagataella,Komagataella phaffii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1859096,Cryptococcus deuterogattii R265,GCF_002954075.1,17550122,234002.0,2,48.0,17.0,Cryptococcaceae,Cryptococcus,Cryptococcus deuterogattii,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
199306,Coccidioides posadasii C735 delta SOWgp,GCF_000151335.2,27013412,360179.0,2,46.5,55.0,Onygenaceae,Coccidioides,Coccidioides posadasii,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No
278026,Kazachstania heterogenica,GCF_036370985.1,14370535,191607.0,2,30.5,33.0,Saccharomycetaceae,Kazachstania,Kazachstania heterogenica,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
1108849,Penicillium rubens,GCF_028828025.1,30336503,404487.0,2,49.0,4.0,Aspergillaceae,Penicillium,Penicillium rubens,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4911,Kluyveromyces marxianus DMKU3-1042,GCF_001417885.1,10920159,145602.0,2,40.0,8.0,Saccharomycetaceae,Kluyveromyces,Kluyveromyces marxianus,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5482,Candida tropicalis MYA-3404,GCF_000006335.3,14579835,194398.0,2,33.0,127.0,Debaryomycetaceae,Candida,Candida tropicalis,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1051613,Verticillium alfalfae VaMs.102,GCF_000150825.1,32833495,437780.0,2,56.0,4147.0,Plectosphaerellaceae,Verticillium,Verticillium alfalfae,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1775924,Candida margitis,GCF_024628925.1,12909612,172128.0,2,38.5,201.0,Debaryomycetaceae,Candida,Candida margitis,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
561895,[Candida] subhashii,GCF_019202705.1,15377153,205029.0,2,34.5,349.0,Debaryomycetaceae,Spathaspora,[Candida] subhashii,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
273371,Candida orthopsilosis Co 90-125,GCF_000315875.1,12659401,168792.0,2,37.5,242.0,Debaryomycetaceae,Candida,Candida orthopsilosis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4927,Wickerhamomyces anomalus NRRL Y-366-8,GCF_001661255.1,14145566,188608.0,2,34.5,222.0,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces anomalus,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1071379,Tetrapisispora blattae CBS 6284,GCF_000315915.1,14048593,187315.0,2,31.5,82.0,Saccharomycetaceae,Tetrapisispora,Tetrapisispora blattae,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
