Taxid,Species,Accession,GenomeLength,NumReads,AvgCoverage,GC,NumContigs,Family name,Genus name,Species name,KrakenDetected_Species,KrakenDetected_Genus,KrakenDetected_Family,EukDetected_Species,EukDetected_Genus,EukDetected_Family,MetaphlanDetected_Species,MetaphlanDetected_Genus,MetaphlanDetected_Family,HMSDetected_Species,HMSDetected_Genus,HMSDetected_Family,HMSDetectedFamily,FunOMICDetected_Species,FunOMICDetected_Genus,FunOMICDetected_Family,MiCoPDetected_Species,MiCoPDetected_Genus,MiCoPDetected_Family
5334,Schizophyllum commune H4-8,GCF_000143185.2,38670379,515605.0,2,57.5,72.0,Schizophyllaceae,Schizophyllum,Schizophyllum commune,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1217826,Xylona heveae TC161,GCF_001619985.1,24337763,324504.0,2,48.0,125.0,Xylonaceae,Xylona,Xylona heveae,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
40127,Neurospora tetrasperma FGSC 2508,GCF_000213175.1,39146333,521951.0,2,49.5,551.0,Sordariaceae,Neurospora,Neurospora tetrasperma,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1378263,Ogataea philodendri,GCF_020536065.1,9002259,120030.0,2,47.5,541.0,Pichiaceae,Ogataea,Ogataea philodendri,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes
2315449,Yamadazyma tenuis ATCC 10573,GCF_000223465.1,10747050,143294.0,2,43.0,74.0,Debaryomycetaceae,Yamadazyma,Yamadazyma tenuis,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
101107,Halteromyces radiatus,GCF_025201355.1,26215609,349541.0,2,33.5,22.0,Cunninghamellaceae,Halteromyces,Halteromyces radiatus,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
1187904,Alternaria burnsii,GCF_013036055.1,32958128,439442.0,2,51.0,82.0,Pleosporaceae,Alternaria,Alternaria burnsii,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1170767,Chaetomium strumarium,GCF_033439665.1,32422668,432302.0,2,55.5,8.0,Chaetomiaceae,Chaetomium,Chaetomium strumarium,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
453459,Kwoniella pini CBS 10737,GCF_000512605.1,20828584,277714.0,2,40.0,42.0,Cryptococcaceae,Kwoniella,Kwoniella pini,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4903,Cyberlindnera jadinii NRRL Y-1542,GCF_001661405.1,13018415,173579.0,2,44.5,392.0,Phaffomycetaceae,Cyberlindnera,Cyberlindnera jadinii,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5454,Ascochyta rabiei,GCF_004011695.2,40846718,544623.0,2,49.0,22.0,Didymellaceae,Ascochyta,Ascochyta rabiei,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
497107,Candida oxycetoniae,GCF_023343755.2,12748657,169982.0,2,38.0,129.0,Debaryomycetaceae,Candida,Candida oxycetoniae,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
5141,Neurospora crassa OR74A,GCF_000182925.2,41037538,547167.0,2,48.5,411.0,Sordariaceae,Neurospora,Neurospora crassa,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
45130,Bipolaris sorokiniana ND90Pr,GCF_000338995.1,34409167,458789.0,2,50.0,504.0,Pleosporaceae,Bipolaris,Bipolaris sorokiniana,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4929,Meyerozyma guilliermondii ATCC 6260,GCF_000149425.1,10609954,141466.0,2,44.0,71.0,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
54195,Ascoidea rubescens DSM 1968,GCF_001661345.1,17503998,233387.0,2,33.0,326.0,Ascoideaceae,Ascoidea,Ascoidea rubescens,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
487661,Aspergillus aculeatinus CBS 121060,GCF_003184765.1,36471649,486289.0,2,50.5,325.0,Aspergillaceae,Aspergillus,Aspergillus aculeatinus,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
37769,Cryptococcus gattii WM276,GCF_000185945.1,18374760,244997.0,2,48.0,21.0,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
5286,Rhodotorula toruloides NP11,GCF_000320785.1,20223942,269653.0,2,62.0,304.0,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
74035,Arthroderma uncinatum,GCF_011692745.1,23563256,314177.0,2,48.5,5.0,Arthrodermataceae,Arthroderma,Arthroderma uncinatum,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
870730,Ogataea angusta,GCF_019207475.1,8903801,118717.0,2,49.5,84.0,Pichiaceae,Ogataea,Ogataea angusta,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes
77020,Malassezia pachydermatis,GCF_001278385.1,8150648,108675.0,2,55.0,118.0,Malasseziaceae,Malassezia,Malassezia pachydermatis,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5007,Brettanomyces bruxellensis,GCF_011074885.1,13150648,175342.0,2,40.0,9.0,Pichiaceae,Brettanomyces,Brettanomyces bruxellensis,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes
113608,Tetrapisispora phaffii CBS 4417,GCF_000236905.1,12115070,161534.0,2,33.5,105.0,Saccharomycetaceae,Tetrapisispora,Tetrapisispora phaffii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1071379,Tetrapisispora blattae CBS 6284,GCF_000315915.1,14048593,187315.0,2,31.5,82.0,Saccharomycetaceae,Tetrapisispora,Tetrapisispora blattae,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2606893,Saprochaete ingens,GCF_902498895.1,21189208,282523.0,2,37.0,6.0,Dipodascaceae,Saprochaete,Saprochaete ingens,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
195108,Fusarium falciforme,GCF_026873545.1,53563088,714175.0,2,49.5,14.0,Nectriaceae,Fusarium,Fusarium falciforme,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
41067,Aspergillus candidus,GCF_002847045.1,27317772,364237.0,2,52.0,316.0,Aspergillaceae,Aspergillus,Aspergillus candidus,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
460523,Ogataea polymorpha,GCF_001664045.1,8974371,119658.0,2,48.0,7.0,Pichiaceae,Ogataea,Ogataea polymorpha,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1937702,Ogataea haglerorum,GCF_019207285.1,8874124,118322.0,2,49.5,65.0,Pichiaceae,Ogataea,Ogataea haglerorum,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes
101098,Gamsiella multidivaricata,GCF_025024155.1,37665308,502204.0,2,49.0,217.0,Mortierellaceae,Gamsiella,Gamsiella multidivaricata,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
43959,Saccharomycopsis crataegensis,GCF_037102585.1,17100033,228000.0,2,37.5,21.0,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis crataegensis,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
