Taxid,Species,Accession,GenomeLength,NumReads,AvgCoverage,GC,NumContigs,Family name,Genus name,Species name,KrakenDetected_Species,KrakenDetected_Genus,KrakenDetected_Family,EukDetected_Species,EukDetected_Genus,EukDetected_Family,MetaphlanDetected_Species,MetaphlanDetected_Genus,MetaphlanDetected_Family,FunOMICDetected_Species,FunOMICDetected_Genus,FunOMICDetected_Family,MiCoPDetected_Species,MiCoPDetected_Genus,MiCoPDetected_Family
1160497,Aspergillus glaucus CBS 516.65,GCF_001890805.1,27993362,373245.0,2,49.5,433.0,Aspergillaceae,Aspergillus,Aspergillus glaucus,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5062,Aspergillus oryzae RIB40,GCF_000184455.2,37882812,505104.0,2,48.5,28.0,Aspergillaceae,Aspergillus,Aspergillus oryzae,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
33178,Aspergillus terreus NIH2624,GCF_000149615.1,29331195,391083.0,2,53.0,267.0,Aspergillaceae,Aspergillus,Aspergillus terreus,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
45130,Bipolaris sorokiniana ND90Pr,GCF_000338995.1,34409167,458789.0,2,50.0,504.0,Pleosporaceae,Bipolaris,Bipolaris sorokiniana,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5039,Blastomyces dermatitidis ER-3,GCF_000003525.1,66568269,887577.0,2,37.0,591.0,Ajellomycetaceae,Blastomyces,Blastomyces dermatitidis,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes
87229,Botrytis porri,GCF_014898465.1,46789968,623866.0,2,40.0,31.0,Sclerotiniaceae,Botrytis,Botrytis porri,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes
5007,Brettanomyces bruxellensis,GCF_011074885.1,13150648,175342.0,2,40.0,9.0,Pichiaceae,Brettanomyces,Brettanomyces bruxellensis,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
5476,Candida albicans SC5314,GCF_000182965.3,14282666,190436.0,2,33.5,88.0,Debaryomycetaceae,Candida,Candida albicans,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
42374,Candida dubliniensis CD36,GCF_000026945.1,14618422,194912.0,2,33.0,8.0,Debaryomycetaceae,Candida,Candida dubliniensis,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
497108,Candida jiufengensis,GCF_024610255.1,13666317,182218.0,2,27.0,24.0,Debaryomycetaceae,Candida,Candida jiufengensis,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1775924,Candida margitis,GCF_024628925.1,12909612,172128.0,2,38.5,201.0,Debaryomycetaceae,Candida,Candida margitis,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
273371,Candida orthopsilosis Co 90-125,GCF_000315875.1,12659401,168792.0,2,37.5,242.0,Debaryomycetaceae,Candida,Candida orthopsilosis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5480,Candida parapsilosis,GCF_000182765.1,12998393,173312.0,2,38.5,8.0,Debaryomycetaceae,Candida,Candida parapsilosis,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
497109,Candida pseudojiufengensis,GCF_024610245.1,13993769,186584.0,2,28.0,61.0,Debaryomycetaceae,Candida,Candida pseudojiufengensis,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1198502,Candida theae,GCF_024610275.1,12421729,165623.0,2,40.5,231.0,Debaryomycetaceae,Candida,Candida theae,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
5482,Candida tropicalis MYA-3404,GCF_000006335.3,14579835,194398.0,2,33.0,127.0,Debaryomycetaceae,Candida,Candida tropicalis,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1170767,Chaetomium strumarium,GCF_033439665.1,32422668,432302.0,2,55.5,8.0,Chaetomiaceae,Chaetomium,Chaetomium strumarium,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No
89940,Cladophialophora bantiana CBS 173.52,GCF_000835475.1,36722552,489634.0,2,51.5,140.0,Herpotrichiellaceae,Cladophialophora,Cladophialophora bantiana,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
86049,Cladophialophora carrionii CBS 160.54,GCF_000365165.1,28991111,386548.0,2,54.5,102.0,Herpotrichiellaceae,Cladophialophora,Cladophialophora carrionii,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
36911,Clavispora lusitaniae ATCC 42720,GCF_000003835.1,12114892,161532.0,2,44.5,88.0,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
90255,Cokeromyces recurvatus,GCF_025118155.1,28120762,374943.0,2,30.5,85.0,Mucoraceae,Cokeromyces,Cokeromyces recurvatus,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No
1859122,Cryptococcus decagattii,GCF_036417295.1,17768546,236914.0,2,48.0,14.0,Cryptococcaceae,Cryptococcus,Cryptococcus decagattii,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1859096,Cryptococcus deuterogattii R265,GCF_002954075.1,17550122,234002.0,2,48.0,17.0,Cryptococcaceae,Cryptococcus,Cryptococcus deuterogattii,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
37769,Cryptococcus gattii WM276,GCF_000185945.1,18374760,244997.0,2,48.0,21.0,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
5619,Cryptococcus wingfieldii CBS 7118,GCF_001720155.1,19969799,266264.0,2,53.5,196.0,Cryptococcaceae,Cryptococcus,Cryptococcus wingfieldii,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
4903,Cyberlindnera jadinii NRRL Y-1542,GCF_001661405.1,13018415,173579.0,2,44.5,392.0,Phaffomycetaceae,Cyberlindnera,Cyberlindnera jadinii,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
293227,Cyphellophora europaea CBS 101466,GCF_000365145.1,28781303,383751.0,2,54.0,106.0,Cyphellophoraceae,Cyphellophora,Cyphellophora europaea,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
326644,Daldinia caldariorum,GCF_022478825.1,35556611,474088.0,2,46.0,211.0,Hypoxylaceae,Daldinia,Daldinia caldariorum,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
4959,Debaryomyces hansenii CBS767,GCF_000006445.2,12152486,162033.0,2,36.5,14.0,Debaryomycetaceae,Debaryomyces,Debaryomyces hansenii,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5481,Diutina rugosa,GCF_008704595.1,13445959,179279.0,2,49.5,328.0,Debaryomycetaceae,Diutina,Diutina rugosa,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
45285,Eremothecium cymbalariae DBVPG#7215,GCF_000235365.1,9669424,128926.0,2,40.5,9.0,Saccharomycetaceae,Eremothecium,Eremothecium cymbalariae,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5210,Filobasidium floriforme,GCF_021052385.1,27469088,366255.0,2,53.0,42.0,Filobasidiaceae,Filobasidium,Filobasidium floriforme,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
195108,Fusarium falciforme,GCF_026873545.1,53563088,714175.0,2,49.5,14.0,Nectriaceae,Fusarium,Fusarium falciforme,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes
948311,Fusarium proliferatum ET1,GCF_900067095.1,45210324,602804.0,2,48.5,221.0,Nectriaceae,Fusarium,Fusarium proliferatum,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes
5037,Histoplasma capsulatum G186AR,GCF_000150115.1,30438878,405852.0,2,44.5,355.0,Ajellomycetaceae,Histoplasma,Histoplasma capsulatum,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
717740,Hyphopichia burtonii NRRL Y-1933,GCF_001661395.1,12403110,165375.0,2,35.0,243.0,Debaryomycetaceae,Hyphopichia,Hyphopichia burtonii,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
61262,Kazachstania barnettii,GCF_903064755.1,12616033,168214.0,2,33.5,71.0,Saccharomycetaceae,Kazachstania,Kazachstania barnettii,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
278026,Kazachstania heterogenica,GCF_036370985.1,14370535,191607.0,2,30.5,33.0,Saccharomycetaceae,Kazachstania,Kazachstania heterogenica,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
28985,Kluyveromyces lactis,GCF_000002515.2,10689156,142522.0,2,39.0,6.0,Saccharomycetaceae,Kluyveromyces,Kluyveromyces lactis,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4911,Kluyveromyces marxianus DMKU3-1042,GCF_001417885.1,10920159,145602.0,2,40.0,8.0,Saccharomycetaceae,Kluyveromyces,Kluyveromyces marxianus,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
460519,Komagataella phaffii GS115,GCF_000027005.1,9216378,122885.0,2,41.0,15.0,Phaffomycetaceae,Komagataella,Komagataella phaffii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
324769,Kwoniella bestiolae CBS 10118,GCF_000512585.1,24360772,324810.0,2,47.5,42.0,Cryptococcaceae,Kwoniella,Kwoniella bestiolae,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1268659,Kwoniella botswanensis,GCF_036426115.1,23007246,306763.0,2,45.0,3.0,Cryptococcaceae,Kwoniella,Kwoniella botswanensis,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
324770,Kwoniella dejecticola CBS 10117,GCF_000512565.1,23862392,318165.0,2,48.5,69.0,Cryptococcaceae,Kwoniella,Kwoniella dejecticola,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
463800,Kwoniella mangroviensis CBS 8507,GCF_000507465.1,22654511,302060.0,2,45.0,105.0,Cryptococcaceae,Kwoniella,Kwoniella mangrovensis,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
453459,Kwoniella pini CBS 10737,GCF_000512605.1,20828584,277714.0,2,40.0,42.0,Cryptococcaceae,Kwoniella,Kwoniella pini,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
36914,Lodderomyces elongisporus,GCF_030384665.1,16086460,214486.0,2,37.0,8.0,Debaryomycetaceae,Lodderomyces,Lodderomyces elongisporus,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
223818,Malassezia japonica,GCF_029542785.1,8433779,112450.0,2,62.5,9.0,Malasseziaceae,Malassezia,Malassezia japonica,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
77020,Malassezia pachydermatis,GCF_001278385.1,8150648,108675.0,2,55.0,118.0,Malasseziaceae,Malassezia,Malassezia pachydermatis,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
76775,Malassezia restricta,GCF_003290485.1,7330907,97745.0,2,56.0,9.0,Malasseziaceae,Malassezia,Malassezia restricta,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
76777,Malassezia sympodialis ATCC 42132,GCF_000349305.1,7669689,102263.0,2,59.0,88.0,Malasseziaceae,Malassezia,Malassezia sympodialis,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
63405,Microsporum canis CBS 113480,GCF_000151145.1,23241642,309889.0,2,47.5,309.0,Arthrodermataceae,Microsporum,Microsporum canis,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes
63402,Nannizzia gypsea CBS 118893,GCF_000150975.2,23249403,309992.0,2,48.5,317.0,Arthrodermataceae,Nannizzia,Nannizzia gypsea,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
27288,Naumovozyma castellii CBS 4309,GCF_000237345.1,11219539,149594.0,2,37.0,17.0,Saccharomycetaceae,Naumovozyma,Naumovozyma castellii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5141,Neurospora crassa OR74A,GCF_000182925.2,41037538,547167.0,2,48.5,411.0,Sordariaceae,Neurospora,Neurospora crassa,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
588809,Neurospora hispaniola,GCF_033458365.1,40807401,544099.0,2,48.0,23.0,Sordariaceae,Neurospora,Neurospora hispaniola,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes
870730,Ogataea angusta,GCF_019207475.1,8903801,118717.0,2,49.5,84.0,Pichiaceae,Ogataea,Ogataea angusta,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
1937702,Ogataea haglerorum,GCF_019207285.1,8874124,118322.0,2,49.5,65.0,Pichiaceae,Ogataea,Ogataea haglerorum,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
1378263,Ogataea philodendri,GCF_020536065.1,9002259,120030.0,2,47.5,541.0,Pichiaceae,Ogataea,Ogataea philodendri,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
460523,Ogataea polymorpha,GCF_001664045.1,8974371,119658.0,2,48.0,7.0,Pichiaceae,Ogataea,Ogataea polymorpha,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
121759,Paracoccidioides brasiliensis Pb18,GCF_000150735.1,29952540,399367.0,2,44.5,556.0,,Paracoccidioides,Paracoccidioides brasiliensis,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No
4909,Pichia kudriavzevii,GCF_003054445.1,10812555,144167.0,2,38.5,5.0,Pichiaceae,Pichia,Pichia kudriavzevii,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
28549,Priceomyces carsonii,GCF_900007245.1,11764505,156860.0,2,37.0,130.0,Debaryomycetaceae,Priceomyces,Priceomyces carsonii,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
4932,Saccharomyces cerevisiae S288C,GCF_000146045.2,12071326,160951.0,2,38.5,16.0,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1080349,Saccharomyces eubayanus,GCF_001298625.1,11670174,155602.0,2,40.0,132.0,Saccharomycetaceae,Saccharomyces,Saccharomyces eubayanus,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
114525,Saccharomyces mikatae IFO 1815,GCF_947241705.1,12104871,161398.0,2,38.0,16.0,Saccharomycetaceae,Saccharomyces,Saccharomyces mikatae,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
27291,Saccharomyces paradoxus,GCF_002079055.1,12021328,160284.0,2,38.5,17.0,Saccharomycetaceae,Saccharomyces,Saccharomyces paradoxus,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
36035,Saccharomycodes ludwigii,GCF_020623625.1,12500424,166672.0,2,31.0,9.0,Saccharomycodaceae,Saccharomycodes,Saccharomycodes ludwigii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
43959,Saccharomycopsis crataegensis,GCF_037102585.1,17100033,228000.0,2,37.5,21.0,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis crataegensis,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
2606893,Saprochaete ingens,GCF_902498895.1,21189208,282523.0,2,37.0,6.0,Dipodascaceae,Saprochaete,Saprochaete ingens,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes
1788519,Scheffersomyces coipomensis,GCF_036884675.1,14757374,196765.0,2,31.5,23.0,Debaryomycetaceae,Scheffersomyces,Scheffersomyces coipomensis,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
4924,Scheffersomyces stipitis CBS 6054,GCF_000209165.1,15441179,205882.0,2,41.0,9.0,Debaryomycetaceae,Scheffersomyces,Scheffersomyces stipitis,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5334,Schizophyllum commune H4-8,GCF_000143185.2,38670379,515605.0,2,57.5,72.0,Schizophyllaceae,Schizophyllum,Schizophyllum commune,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5147,Sordaria macrospora k-hell,GCF_000182805.3,38151803,508691.0,2,52.0,2091.0,Sordariaceae,Sordaria,Sordaria macrospora,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes
46583,Suhomyces tanzawaensis NRRL Y-17324,GCF_001661415.1,13136204,175149.0,2,45.5,249.0,Debaryomycetaceae,Suhomyces,Suhomyces tanzawaensis,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
37727,Talaromyces marneffei,GCF_009556855.1,28198338,375978.0,2,47.0,8.0,Trichocomaceae,Talaromyces,Talaromyces marneffei,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1071379,Tetrapisispora blattae CBS 6284,GCF_000315915.1,14048593,187315.0,2,31.5,82.0,Saccharomycetaceae,Tetrapisispora,Tetrapisispora blattae,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
113608,Tetrapisispora phaffii CBS 4417,GCF_000236905.1,12115070,161534.0,2,33.5,105.0,Saccharomycetaceae,Tetrapisispora,Tetrapisispora phaffii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4950,Torulaspora delbrueckii,GCF_000243375.1,9220678,122942.0,2,42.0,34.0,Saccharomycetaceae,Torulaspora,Torulaspora delbrueckii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5551,Trichophyton rubrum CBS 118892,GCF_000151425.1,22502330,300031.0,2,48.5,622.0,Arthrodermataceae,Trichophyton,Trichophyton rubrum,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
82508,Trichosporon asahii var. asahii CBS 2479,GCF_000293215.1,24507743,326770.0,2,59.5,341.0,Trichosporonaceae,Trichosporon,Trichosporon asahii,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
253628,Verruconis gallopava,GCF_000836295.1,31780469,423740.0,2,49.0,565.0,Sympoventuriaceae,Verruconis,Verruconis gallopava,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
245174,Wallemia ichthyophaga EXF-994,GCF_000400465.1,9655632,128742.0,2,45.5,101.0,Wallemiaceae,Wallemia,Wallemia ichthyophaga,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
1708541,Wallemia mellicola CBS 633.66,GCF_000263375.1,9815586,130874.0,2,40.0,106.0,Wallemiaceae,Wallemia,Wallemia mellicola,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
318751,Westerdykella ornata,GCF_010094085.1,26979746,359730.0,2,53.0,208.0,Sporormiaceae,Westerdykella,Westerdykella ornata,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
1041607,Wickerhamomyces ciferrii,GCF_000313485.1,15901152,212015.0,2,30.5,364.0,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces ciferrii,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
1217826,Xylona heveae TC161,GCF_001619985.1,24337763,324504.0,2,48.0,125.0,Xylonaceae,Xylona,Xylona heveae,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
4952,Yarrowia lipolytica CLIB122,GCF_000002525.2,20502981,273373.0,2,49.0,18.0,Dipodascaceae,Yarrowia,Yarrowia lipolytica,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
42260,Zygotorulaspora mrakii,GCF_013402915.1,10412516,138834.0,2,40.0,8.0,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora mrakii,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
561895,[Candida] subhashii,GCF_019202705.1,15377153,205029.0,2,34.5,349.0,Debaryomycetaceae,Spathaspora,[Candida] subhashii,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
